row_country,row_sector,col_country,value
ARG,10T12,EST,1.557855
ARG,10T12,FIN,6.8468860000000005
ARG,10T12,FRA,149.445013
ARG,10T12,GBR,364.926479
ARG,10T12,GRC,71.48129399999999
ARG,10T12,HRV,2.253463
ARG,10T12,HUN,4.215216000000001
ARG,10T12,IDN,466.704942
ARG,10T12,IND,1849.208049
ARG,10T12,IRL,70.409572
ARG,10T12,ISL,1.121446
ARG,10T12,ISR,39.540431
ARG,10T12,ITA,345.531907
ARG,10T12,JPN,122.678527
ARG,10T12,KAZ,9.216991
ARG,10T12,KHM,9.908759
ARG,10T12,KOR,23.761885
ARG,10T12,LAO,0.007556
ARG,10T12,LTU,15.099332
ARG,10T12,LVA,6.35488
ARG,10T12,MAR,79.31010599999999
ARG,10T12,MEX,107.554997
ARG,10T12,MLT,0.361666
ARG,10T12,MMR,0.229501
ARG,10T12,NLD,162.31675800000002
ARG,10T12,NOR,6.085343
ARG,10T12,NZL,54.391314
ARG,10T12,PER,147.507562
ARG,10T12,PHL,91.253128
ARG,10T12,POL,216.336925
ARG,10T12,PRT,11.673793
ARG,10T12,ROU,13.742136
ARG,10T12,ROW,1373.234388
ARG,10T12,RUS,264.646727
ARG,10T12,SAU,106.083072
ARG,10T12,SGP,147.32621799999998
ARG,10T12,SVK,6.057695
ARG,10T12,SVN,1.966255
ARG,10T12,SWE,5.039554
ARG,10T12,THA,75.51393
ARG,10T12,TUN,21.270802
ARG,10T12,TUR,165.03430799999998
ARG,10T12,TWN,20.461241
ARG,10T12,USA,338.520047
ARG,10T12,VNM,283.352913
ARG,10T12,ZAF,86.024546
ARG,13T15,ARG,6475.888944
ARG,13T15,AUS,5.326221
ARG,13T15,AUT,11.150815
ARG,13T15,BEL,6.558197
ARG,13T15,BGR,1.175882
ARG,13T15,BRA,36.715987
ARG,13T15,BRN,0.008087
ARG,13T15,CAN,3.17668
ARG,13T15,CHE,2.850101
ARG,13T15,CHL,21.167983
ARG,13T15,CHN,116.00629
ARG,13T15,COL,3.623792
ARG,13T15,CRI,0.312512
ARG,13T15,CYP,0.104107
ARG,13T15,CZE,0.331053
ARG,13T15,DEU,65.355271
ARG,13T15,DNK,1.150219
ARG,13T15,ESP,11.581136
ARG,13T15,EST,0.227957
ARG,13T15,FIN,0.407519
ARG,13T15,FRA,5.108485
ARG,13T15,GBR,19.369362
ARG,13T15,GRC,0.687274
ARG,13T15,HRV,0.138386
ARG,13T15,HUN,0.185965
ARG,13T15,IDN,2.288654
ARG,13T15,IND,19.425614
ARG,13T15,IRL,0.987778
ARG,13T15,ISL,0.143818
ARG,13T15,ISR,0.79416
ARG,13T15,ITA,28.660168
ARG,13T15,JPN,2.133737
ARG,13T15,KAZ,0.112534
ARG,13T15,KHM,0.102151
ARG,13T15,KOR,0.7182759999999999
ARG,13T15,LAO,0.042758
ARG,13T15,LTU,0.501148
ARG,13T15,LVA,0.181448
ARG,13T15,MAR,1.246184
ARG,13T15,MEX,39.821362
ARG,13T15,MLT,0.043971
ARG,13T15,MMR,0.019181
ARG,13T15,NLD,2.096226
ARG,13T15,NOR,0.8435870000000001
ARG,13T15,NZL,0.5109
ARG,13T15,PER,7.749336
ARG,13T15,PHL,1.037279
ARG,13T15,POL,5.275595
ARG,13T15,PRT,3.391891
ARG,13T15,ROU,3.157347
ARG,13T15,ROW,45.657133
ARG,13T15,RUS,2.831684
ARG,13T15,SAU,2.987652
ARG,13T15,SGP,3.854497
ARG,13T15,SVK,4.395353
ARG,13T15,SVN,6.808245
ARG,13T15,SWE,1.605846
ARG,13T15,THA,33.534664
ARG,13T15,TUN,0.144304
ARG,13T15,TUR,14.609003
ARG,13T15,TWN,10.561447
ARG,13T15,USA,47.860926
ARG,13T15,VNM,3.325431
ARG,13T15,ZAF,1.414982
ARG,16,ARG,279.491592
ARG,16,AUS,0.122945
ARG,16,AUT,0.023078
ARG,16,BEL,0.048932
ARG,16,BGR,0.003856
ARG,16,BRA,1.790316
ARG,16,BRN,0.000963
ARG,16,CAN,0.822575
ARG,16,CHE,0.275132
ARG,16,CHL,0.843661
ARG,16,CHN,2.035373
ARG,16,COL,0.17953
ARG,16,CRI,0.193505
ARG,16,CYP,0.005492
ARG,16,CZE,0.00434
ARG,16,DEU,0.488997
ARG,16,DNK,0.036528
ARG,16,ESP,0.328648
ARG,16,EST,0.002129
ARG,16,FIN,0.004984
ARG,16,FRA,0.194424
ARG,16,GBR,0.451115
ARG,16,GRC,0.017789
ARG,16,HRV,0.003315
ARG,16,HUN,0.005189
ARG,16,IDN,0.199475
ARG,16,IND,0.444664
ARG,16,IRL,0.0616
ARG,16,ISL,0.00685
ARG,16,ISR,0.04911
ARG,16,ITA,0.702931
ARG,16,JPN,0.1230159999999999
ARG,16,KAZ,0.008406
ARG,16,KHM,0.012522
ARG,16,KOR,0.03728
ARG,16,LAO,0.0050929999999999
ARG,16,LTU,0.005831
ARG,16,LVA,0.003637
ARG,16,MAR,0.07889
ARG,16,MEX,0.8041539999999999
ARG,16,MLT,0.000381
ARG,16,MMR,0.000529
ARG,16,NLD,0.096881
ARG,16,NOR,0.277686
ARG,16,NZL,0.037991
ARG,16,PER,0.430879
ARG,16,PHL,0.216496
ARG,16,POL,0.044092
ARG,16,PRT,0.018629
ARG,16,ROU,0.0053209999999999
ARG,16,ROW,11.350905
ARG,16,RUS,0.146839
ARG,16,SAU,0.304148
ARG,16,SGP,0.14444400000000002
ARG,16,SVK,0.564073
ARG,16,SVN,0.003475
ARG,16,SWE,0.0596999999999999
ARG,16,THA,0.142075
ARG,16,TUN,0.007674
ARG,16,TUR,0.0499659999999999
ARG,16,TWN,0.064085
ARG,16,USA,14.998567
ARG,16,VNM,0.373458
ARG,16,ZAF,0.0618219999999999
ARG,17T18,ARG,3062.465805
ARG,17T18,AUS,0.713849
ARG,17T18,AUT,0.209888
ARG,17T18,BEL,3.110513
ARG,17T18,BGR,0.033173
ARG,17T18,BRA,26.870755
ARG,17T18,BRN,0.004343
ARG,17T18,CAN,2.595031
ARG,17T18,CHE,2.028165
ARG,17T18,CHL,27.498364
ARG,17T18,CHN,8.540154000000001
ARG,17T18,COL,2.846867
ARG,17T18,CRI,0.234498
ARG,17T18,CYP,0.015104
ARG,17T18,CZE,0.039196
ARG,17T18,DEU,7.677886
ARG,17T18,DNK,0.981712
ARG,17T18,ESP,5.479323
ARG,17T18,EST,0.006107
ARG,17T18,FIN,0.873017
ARG,17T18,FRA,3.052711
ARG,17T18,GBR,4.108705
ARG,17T18,GRC,0.1330619999999999
ARG,17T18,HRV,0.0116189999999999
ARG,17T18,HUN,0.142633
ARG,17T18,IDN,1.106923
ARG,17T18,IND,2.826634
ARG,17T18,IRL,3.586548
ARG,17T18,ISL,0.039124
ARG,17T18,ISR,0.310254
ARG,17T18,ITA,4.097875999999999
ARG,17T18,JPN,1.498586
ARG,17T18,KAZ,0.070961
ARG,17T18,KHM,0.035706
ARG,17T18,KOR,1.512979
ARG,17T18,LAO,0.00078
ARG,17T18,LTU,0.021009
ARG,17T18,LVA,0.012616
ARG,17T18,MAR,0.216349
ARG,17T18,MEX,9.801611
ARG,17T18,MLT,0.004352
ARG,17T18,MMR,0.014405
ARG,17T18,NLD,6.927469
ARG,17T18,NOR,0.957279
ARG,17T18,NZL,0.151228
ARG,17T18,PER,4.780639
ARG,17T18,PHL,0.501587
ARG,17T18,POL,0.172967
ARG,17T18,PRT,0.066667
ARG,17T18,ROU,0.026636
ARG,17T18,ROW,56.397915000000005
ARG,17T18,RUS,0.453841
ARG,17T18,SAU,3.741007
ARG,17T18,SGP,0.7074440000000001
ARG,17T18,SVK,0.022698
ARG,17T18,SVN,0.014968
ARG,17T18,SWE,0.7539589999999999
ARG,17T18,THA,1.077056
ARG,17T18,TUN,0.025751
ARG,17T18,TUR,3.51035
ARG,17T18,TWN,0.65877
ARG,17T18,USA,22.576592
ARG,17T18,VNM,0.305587
ARG,17T18,ZAF,0.324612
ARG,19,ARG,7356.552871000001
ARG,19,AUS,5.010536
ARG,19,AUT,0.3138
ARG,19,BEL,1.6344429999999999
ARG,19,BGR,0.408617
ARG,19,BRA,98.478094
ARG,19,BRN,0.080746
ARG,19,CAN,2.58831
ARG,19,CHE,0.911415
ARG,19,CHL,75.49309199999999
ARG,19,CHN,24.108204
ARG,19,COL,3.380547
ARG,19,CRI,0.304346
ARG,19,CYP,0.2195619999999999
ARG,19,CZE,0.033159
ARG,19,DEU,16.552972
ARG,19,DNK,0.3261199999999999
ARG,19,ESP,12.663086
ARG,19,EST,0.011878
ARG,19,FIN,0.150236
ARG,19,FRA,15.278149
ARG,19,GBR,2.174732
ARG,19,GRC,0.161217
ARG,19,HRV,0.166657
ARG,19,HUN,0.129543
ARG,19,IDN,11.051096
ARG,19,IND,3.613522
ARG,19,IRL,1.315305
ARG,19,ISL,0.059671
ARG,19,ISR,1.002708
ARG,19,ITA,2.754013
ARG,19,JPN,1.804907
ARG,19,KAZ,0.074429
ARG,19,KHM,0.02989
ARG,19,KOR,1.066199
ARG,19,LAO,0.012144
ARG,19,LTU,0.049858
ARG,19,LVA,0.090282
ARG,19,MAR,2.389616
ARG,19,MEX,6.816789
ARG,19,MLT,0.047928
ARG,19,MMR,1.452786
ARG,19,NLD,4.347849
ARG,19,NOR,1.731202
ARG,19,NZL,1.084809
ARG,19,PER,8.529005999999999
ARG,19,PHL,1.308811
ARG,19,POL,0.286711
ARG,19,PRT,0.172764
ARG,19,ROU,0.0291039999999999
ARG,19,ROW,238.747719
ARG,19,RUS,1.245609
ARG,19,SAU,2.974028
ARG,19,SGP,3.056395
ARG,19,SVK,0.34265
ARG,19,SVN,1.177948
ARG,19,SWE,0.171267
ARG,19,THA,1.547322
ARG,19,TUN,0.057511
ARG,19,TUR,1.161403
ARG,19,TWN,0.3241799999999999
ARG,19,USA,120.239902
ARG,19,VNM,1.31166
ARG,19,ZAF,2.043173
ARG,20,ARG,5010.981328
ARG,20,AUS,3.44427
ARG,20,AUT,0.383093
ARG,20,BEL,4.206377
ARG,20,BGR,2.190645
ARG,20,BRA,174.873729
ARG,20,BRN,0.025727
ARG,20,CAN,6.899854
ARG,20,CHE,1.051605
ARG,20,CHL,76.38830800000001
ARG,20,CHN,11.041366000000002
ARG,20,COL,11.432563
ARG,20,CRI,1.98362
ARG,20,CYP,0.07003
ARG,20,CZE,0.141787
ARG,20,DEU,7.743657
ARG,20,DNK,0.714198
ARG,20,ESP,42.601394
ARG,20,EST,0.023515
ARG,20,FIN,0.465945
ARG,20,FRA,7.552724
ARG,20,GBR,4.855322
ARG,20,GRC,0.4101619999999999
ARG,20,HRV,0.02031
ARG,20,HUN,0.2058779999999999
ARG,20,IDN,3.20042
ARG,20,IND,16.649945000000002
ARG,20,IRL,6.614801
ARG,20,ISL,0.027379
ARG,20,ISR,0.818222
ARG,20,ITA,5.867971000000001
ARG,20,JPN,4.324402
ARG,20,KAZ,0.076927
ARG,20,KHM,0.055124
ARG,20,KOR,2.850192
ARG,20,LAO,0.005483
ARG,20,LTU,0.053226
ARG,20,LVA,0.0311229999999999
ARG,20,MAR,0.500515
ARG,20,MEX,28.188008
ARG,20,MLT,0.092272
ARG,20,MMR,0.0134659999999999
ARG,20,NLD,19.874013
ARG,20,NOR,0.1976109999999999
ARG,20,NZL,0.650706
ARG,20,PER,11.814479
ARG,20,PHL,2.106796
ARG,20,POL,0.980202
ARG,20,PRT,0.460181
ARG,20,ROU,0.084202
ARG,20,ROW,102.962537
ARG,20,RUS,2.883021
ARG,20,SAU,1.677919
ARG,20,SGP,1.572589
ARG,20,SVK,0.102497
ARG,20,SVN,0.1233389999999999
ARG,20,SWE,0.640572
ARG,20,THA,1.88686
ARG,20,TUN,0.1445789999999999
ARG,20,TUR,1.721894
ARG,20,TWN,0.423254
ARG,20,USA,47.98192
ARG,20,VNM,1.3014670000000002
ARG,20,ZAF,2.062826
ARG,21,ARG,4670.855947999999
ARG,21,AUS,2.274097
ARG,21,AUT,0.364884
ARG,21,BEL,0.465806
ARG,21,BGR,0.581595
ARG,21,BRA,42.896239
ARG,21,BRN,0.020666
ARG,21,CAN,1.6789150000000002
ARG,21,CHE,0.894232
ARG,21,CHL,13.098443
ARG,21,CHN,17.487942999999998
ARG,21,COL,12.725193
ARG,21,CRI,4.879225
ARG,21,CYP,0.050007
ARG,21,CZE,0.365541
ARG,21,DEU,21.981941
ARG,21,DNK,0.784684
ARG,21,ESP,3.274355
ARG,21,EST,0.144486
ARG,21,FIN,0.286852
ARG,21,FRA,5.355516
ARG,21,GBR,2.809127
ARG,21,GRC,0.3388
ARG,21,HRV,0.737571
ARG,21,HUN,0.379288
ARG,21,IDN,2.737212
ARG,21,IND,6.063635
ARG,21,IRL,0.626823
ARG,21,ISL,0.0219439999999999
ARG,21,ISR,0.369081
ARG,21,ITA,2.811825
ARG,21,JPN,1.607473
ARG,21,KAZ,0.261056
ARG,21,KHM,0.073702
ARG,21,KOR,0.740634
ARG,21,LAO,0.00076
ARG,21,LTU,0.456532
ARG,21,LVA,0.113819
ARG,21,MAR,0.690219
ARG,21,MEX,18.153992
ARG,21,MLT,0.032199
ARG,21,MMR,0.210643
ARG,21,NLD,1.11125
ARG,21,NOR,0.209201
ARG,21,NZL,0.64683
ARG,21,PER,11.938178
ARG,21,PHL,0.912241
ARG,21,POL,2.444753
ARG,21,PRT,0.2410169999999999
ARG,21,ROU,0.943704
ARG,21,ROW,74.995849
ARG,21,RUS,7.904659
ARG,21,SAU,1.755983
ARG,21,SGP,1.111751
ARG,21,SVK,0.423524
ARG,21,SVN,1.4095069999999998
ARG,21,SWE,0.308141
ARG,21,THA,2.867591
ARG,21,TUN,0.551438
ARG,21,TUR,1.249317
ARG,21,TWN,0.371893
ARG,21,USA,69.980282
ARG,21,VNM,2.074776
ARG,21,ZAF,1.049721
ARG,22,ARG,2264.599101
ARG,22,AUS,1.509411
ARG,22,AUT,0.178897
ARG,22,BEL,0.38455700000000004
ARG,22,BGR,0.150752
ARG,22,BRA,49.066031
ARG,22,BRN,0.0036499999999999
ARG,22,CAN,2.0401860000000003
ARG,22,CHE,1.789181
ARG,22,CHL,29.286554
ARG,22,CHN,1.723484
ARG,22,COL,3.43644
ARG,22,CRI,1.379197
ARG,22,CYP,0.014005
ARG,22,CZE,0.033326
ARG,22,DEU,2.067521
ARG,22,DNK,0.122053
ARG,22,ESP,2.902207
ARG,22,EST,0.007463
ARG,22,FIN,0.048027
ARG,22,FRA,0.921613
ARG,22,GBR,2.587373
ARG,22,GRC,0.053577
ARG,22,HRV,0.004837
ARG,22,HUN,0.040017
ARG,22,IDN,0.4896459999999999
ARG,22,IND,3.297609
ARG,22,IRL,0.709256
ARG,22,ISL,0.008714
ARG,22,ISR,0.17575
ARG,22,ITA,1.647895
ARG,22,JPN,0.468908
ARG,22,KAZ,0.03968
ARG,22,KHM,0.08634
ARG,22,KOR,0.213388
ARG,22,LAO,0.004046
ARG,22,LTU,0.038797
ARG,22,LVA,0.006645
ARG,22,MAR,0.121183
ARG,22,MEX,5.984628
ARG,22,MLT,0.006378
ARG,22,MMR,0.001571
ARG,22,NLD,1.3862789999999998
ARG,22,NOR,0.457007
ARG,22,NZL,0.111416
ARG,22,PER,4.1403300000000005
ARG,22,PHL,0.230105
ARG,22,POL,0.265778
ARG,22,PRT,0.049738
ARG,22,ROU,0.06293
ARG,22,ROW,51.289148
ARG,22,RUS,0.824705
ARG,22,SAU,0.4030019999999999
ARG,22,SGP,0.376347
ARG,22,SVK,0.016388
ARG,22,SVN,0.019542
ARG,22,SWE,0.389623
ARG,22,THA,0.286349
ARG,22,TUN,0.028227
ARG,22,TUR,0.594869
ARG,22,TWN,0.098297
ARG,22,USA,16.010017
ARG,22,VNM,0.284686
ARG,22,ZAF,0.949336
ARG,23,ARG,607.295382
ARG,23,AUS,0.125524
ARG,23,AUT,0.010843
ARG,23,BEL,0.087001
ARG,23,BGR,0.007057
ARG,23,BRA,3.364887
ARG,23,BRN,0.000795
ARG,23,CAN,0.151125
ARG,23,CHE,0.1360849999999999
ARG,23,CHL,8.147067
ARG,23,CHN,0.32140500000000005
ARG,23,COL,0.297079
ARG,23,CRI,0.081499
ARG,23,CYP,0.002752
ARG,23,CZE,0.012882
ARG,23,DEU,0.617609
ARG,23,DNK,0.035183
ARG,23,ESP,0.25608
ARG,23,EST,0.000519
ARG,23,FIN,0.013015
ARG,23,FRA,0.094687
ARG,23,GBR,0.366431
ARG,23,GRC,0.017058
ARG,23,HRV,0.001593
ARG,23,HUN,0.009964
ARG,23,IDN,0.1629789999999999
ARG,23,IND,0.461238
ARG,23,IRL,0.099315
ARG,23,ISL,0.000768
ARG,23,ISR,0.023648
ARG,23,ITA,0.196242
ARG,23,JPN,0.094412
ARG,23,KAZ,0.005665
ARG,23,KHM,0.002953
ARG,23,KOR,0.058357
ARG,23,LAO,4e-05
ARG,23,LTU,0.003679
ARG,23,LVA,0.00283
ARG,23,MAR,0.035184
ARG,23,MEX,0.640282
ARG,23,MLT,0.0002619999999999
ARG,23,MMR,0.000951
ARG,23,NLD,0.0985439999999999
ARG,23,NOR,0.012899
ARG,23,NZL,0.036788
ARG,23,PER,1.286079
ARG,23,PHL,0.04032
ARG,23,POL,0.059464
ARG,23,PRT,0.006598
ARG,23,ROU,0.010218
ARG,23,ROW,10.860591
ARG,23,RUS,0.095267
ARG,23,SAU,0.3835429999999999
ARG,23,SGP,0.070535
ARG,23,SVK,0.003193
ARG,23,SVN,0.006026
ARG,23,SWE,0.032505
ARG,23,THA,0.087445
ARG,23,TUN,0.007824
ARG,23,TUR,0.050338
ARG,23,TWN,0.018813
ARG,23,USA,1.259548
ARG,23,VNM,0.088117
ARG,23,ZAF,0.139062
ARG,24,ARG,1152.566769
ARG,24,AUS,0.259587
ARG,24,AUT,0.036143
ARG,24,BEL,0.11372600000000001
ARG,24,BGR,0.0439349999999999
ARG,24,BRA,12.404988
ARG,24,BRN,0.029209
ARG,24,CAN,3.181777
ARG,24,CHE,0.1103599999999999
ARG,24,CHL,6.779674
ARG,24,CHN,0.5543779999999999
ARG,24,COL,0.862712
ARG,24,CRI,0.213941
ARG,24,CYP,0.002961
ARG,24,CZE,0.018377
ARG,24,DEU,0.838161
ARG,24,DNK,0.0287
ARG,24,ESP,1.344919
ARG,24,EST,0.0018809999999999
ARG,24,FIN,0.056178
ARG,24,FRA,0.496564
ARG,24,GBR,0.21151
ARG,24,GRC,0.016312
ARG,24,HRV,0.004572
ARG,24,HUN,0.019038
