row_country,row_sector,value
CHE,64T66,115072.13709386237
CHE,68,67040.9851787248
CHE,69T75,113834.12943291393
CHE,77T82,35706.309400401035
CHE,84,106257.5365128806
CHE,85,7270.811521020059
CHE,86T88,80845.55723981716
CHE,90T93,15912.125862277586
CHE,94T98,17270.14392767497
CHL,01T02,18233.985475091402
CHL,03,5352.501896907957
CHL,05T06,459.5517344376698
CHL,07T08,25631.772508669073
CHL,10T12,37126.3314319308
CHL,13T15,2041.4285669078697
CHL,16,4571.925828159388
CHL,17T18,9078.98871958714
CHL,19,5863.060336405735
CHL,20,7065.23510814512
CHL,21,1873.5760696582572
CHL,22,3204.5722229978755
CHL,23,3553.6001161627446
CHL,24,28044.56411343169
CHL,25,4022.0205289524392
CHL,26,1299.7313997541175
CHL,27,709.8409435283795
CHL,28,2478.9285623574838
CHL,29T30,2769.724340073072
CHL,31T33,3064.3556255583853
CHL,35,18431.715998991673
CHL,36T39,3342.3283574691836
CHL,41T43,42417.61705645308
CHL,45T47,55652.178523286784
CHL,49,18513.235294432336
CHL,50,1133.0831802208434
CHL,51,4990.231101017337
CHL,52,7790.304311654667
CHL,53,589.2935568244931
CHL,55T56,12633.06660582697
CHL,58T60,4829.659994872231
CHL,61,7355.592812369732
CHL,62T63,4740.826122315919
CHL,64T66,23033.34609693326
CHL,68,31150.936798904208
CHL,69T75,28022.65558405575
CHL,77T82,14220.746853102979
CHL,84,20214.72912499524
CHL,85,19398.14101381784
CHL,86T88,22752.770422520636
CHL,90T93,3605.6607249007743
CHL,94T98,4854.762953176329
CHN,01T02,1913550.1689304106
CHN,03,212871.9452594545
CHN,05T06,659359.245520078
CHN,07T08,315769.9445871742
CHN,10T12,1732045.7099057138
CHN,13T15,1514921.7718562474
CHN,16,238058.963504815
CHN,17T18,480303.8947824574
CHN,19,646525.4946141772
CHN,20,1335338.3229401202
CHN,21,396479.4285350131
CHN,22,574901.5227135957
CHN,23,1063760.2764488521
CHN,24,1777051.067258001
CHN,25,799022.1891228508
CHN,26,1672939.607473583
CHN,27,921698.6327209192
CHN,28,1237948.1084628294
CHN,29T30,1487379.0074551855
CHN,31T33,380912.5407817458
CHN,35,1015862.3426467429
CHN,36T39,208281.93245256264
CHN,41T43,3402507.898664897
CHN,45T47,2142301.719734852
CHN,49,893164.579187863
CHN,50,147360.57422397815
CHN,51,149988.83775629016
CHN,52,198316.81597560615
CHN,53,117454.86428782198
CHN,55T56,654604.3138307848
CHN,58T60,90453.87044003543
CHN,61,282631.3246079683
CHN,62T63,394931.57092815486
CHN,64T66,1286228.9690199753
CHN,68,1191643.2490241854
CHN,69T75,713639.6266220836
CHN,77T82,945382.9290970613
CHN,84,909895.4910057462
CHN,85,650535.4013228415
CHN,86T88,482782.3805221373
CHN,90T93,153933.65376427452
CHN,94T98,334567.38796303986
COL,01T02,31968.063338483167
COL,03,1052.1587411471223
COL,05T06,31492.818465250184
COL,07T08,2930.8448643947486
COL,10T12,39150.778267253445
COL,13T15,8647.968434631515
COL,16,1016.3549502376474
COL,17T18,5947.483791000793
COL,19,22195.990714216503
COL,20,10846.790484148332
COL,21,2722.849132004595
COL,22,4677.4622846284055
COL,23,8238.926901122555
COL,24,5096.184016397478
COL,25,2449.014629854421
COL,26,59.23227993585195
COL,27,2096.764286845478
COL,28,1120.0508752218846
COL,29T30,3346.97954659341
COL,31T33,6137.649272797031
COL,35,18251.155166521232
COL,36T39,5978.220989615067
COL,41T43,56562.57081661044
COL,45T47,50249.95573399416
COL,49,21788.97583227
COL,50,281.3638264694648
COL,51,4652.4671728517105
COL,52,5258.429581021199
COL,53,858.6155781433404
COL,55T56,26060.436628044677
COL,58T60,1951.2609073105714
COL,61,11496.49669788278
COL,62T63,4809.13970849348
COL,64T66,26552.569892703978
COL,68,32687.854807025797
COL,69T75,15439.205928941892
COL,77T82,16468.595317201452
COL,84,35152.23704333334
COL,85,21808.228827914132
COL,86T88,26542.436748126158
COL,90T93,5248.971948997177
COL,94T98,6712.311335481527
CRI,01T02,5259.486133415661
CRI,03,101.67804166365241
CRI,05T06,6.3983226164958324
CRI,07T08,340.8360089321072
CRI,10T12,8386.801659204939
CRI,13T15,386.0440156189684
CRI,16,192.68440475942126
CRI,17T18,870.6415166356301
CRI,19,469.1265769042328
CRI,20,1274.4332501954477
CRI,21,277.8513366939954
CRI,22,625.0667939124122
CRI,23,806.8769461496238
CRI,24,462.0490915503
CRI,25,407.7394579243713
CRI,26,158.68726254069662
CRI,27,542.3786195897688
CRI,28,35.604541716518085
CRI,29T30,48.95798783541772
CRI,31T33,4612.069287024242
CRI,35,1780.8071467737072
CRI,36T39,669.179251563418
CRI,41T43,7919.775644980991
CRI,45T47,8814.153585441309
CRI,49,2157.0433986147164
CRI,50,562.0775821100726
CRI,51,715.3902645135535
CRI,52,1447.2373247084026
CRI,53,336.0180969584278
CRI,55T56,4348.665111005289
CRI,58T60,1706.7105811158124
CRI,61,1961.2837829118628
CRI,62T63,2120.9784372998583
CRI,64T66,5625.870017687785
CRI,68,6114.297385418266
CRI,69T75,6160.0768019553325
CRI,77T82,3999.254278156075
CRI,84,3504.271466214036
CRI,85,5515.9810011195505
CRI,86T88,5097.226243275247
CRI,90T93,922.8892734993606
CRI,94T98,2257.1049740824305
CYP,01T02,898.2652929918083
CYP,03,62.10582857684567
CYP,05T06,30.586591762931647
CYP,07T08,61.06373386702193
CYP,10T12,1861.8836289232672
CYP,13T15,43.99600692706968
CYP,16,147.19195261706867
CYP,17T18,123.95599684838922
CYP,19,7.3621138056991455
CYP,20,70.37638066296087
CYP,21,283.1002652277649
CYP,22,96.10308312232615
CYP,23,400.4992304187767
CYP,24,72.80164723091923
CYP,25,344.0942702990043
CYP,26,52.729131194822685
CYP,27,35.61343124251189
CYP,28,61.54380072153289
CYP,29T30,18.68608288162156
CYP,31T33,295.0002990918885
CYP,35,824.9682135081857
CYP,36T39,370.7785814209926
CYP,41T43,3582.1903886222426
CYP,45T47,3858.828709990051
CYP,49,519.5767317467909
CYP,50,1942.3057787483385
CYP,51,167.81715879269382
CYP,52,2939.7807243554244
CYP,53,91.871034971299
CYP,55T56,2891.21527673355
CYP,58T60,1572.5271172740072
CYP,61,745.7570268205259
CYP,62T63,2052.508534870852
CYP,64T66,6243.3815997942165
CYP,68,2556.675795839315
CYP,69T75,2739.808437361024
CYP,77T82,643.8134426177363
CYP,84,2363.7852064862004
CYP,85,1501.8155669319106
CYP,86T88,1299.2183041448259
CYP,90T93,1069.685363192136
CYP,94T98,716.0369593124154
CZE,01T02,12041.028213508027
CZE,03,77.28453129210004
CZE,05T06,2237.3218599693637
CZE,07T08,937.9034953369477
CZE,10T12,16996.855375576182
CZE,13T15,3715.1337088029895
CZE,16,4642.64059906145
CZE,17T18,5612.239963779726
CZE,19,4245.6371153670425
CZE,20,7169.984095334015
CZE,21,2151.271246907326
CZE,22,13697.63223147048
CZE,23,6961.545766782667
CZE,24,9731.507612802152
CZE,25,18797.401881476275
CZE,26,17247.616252517808
CZE,27,14528.94739815298
CZE,28,17220.566589924954
CZE,29T30,62461.25266746823
CZE,31T33,10651.010027062082
CZE,35,17589.87647565765
CZE,36T39,6130.690609809913
CZE,41T43,40184.94100997419
CZE,45T47,52427.09311742334
CZE,49,16039.078731303287
CZE,50,74.27303296959535
CZE,51,2385.077054059325
CZE,52,13067.900990455522
CZE,53,1584.2417164744365
CZE,55T56,10203.817558969875
CZE,58T60,5135.78977039165
CZE,61,6017.983973894491
CZE,62T63,11128.564288765552
CZE,64T66,16282.203148702123
CZE,68,36048.83635556406
CZE,69T75,27609.269157886105
CZE,77T82,12386.968734885419
CZE,84,20334.904849043087
CZE,85,12453.948645990133
CZE,86T88,15942.335045993472
CZE,90T93,5020.736981363882
CZE,94T98,4534.503322536663
DEU,01T02,64283.37856837454
DEU,03,558.1418005073124
DEU,05T06,8741.398594048911
DEU,07T08,4014.344654968385
DEU,10T12,224257.45800009076
DEU,13T15,28008.781908566212
DEU,16,28299.98636502089
DEU,17T18,67292.49099478868
DEU,19,67141.100163264
DEU,20,164372.190529464
DEU,21,65744.02296132514
DEU,22,99523.73711546548
DEU,23,58526.31305736683
DEU,24,125138.17151609481
DEU,25,163565.6009714223
DEU,26,108740.58860520116
DEU,27,126482.10283587991
DEU,28,323575.5032011162
DEU,29T30,541600.9557903381
DEU,31T33,116642.39773315715
DEU,35,175909.4332972996
DEU,36T39,85481.21239273099
DEU,41T43,394308.13188370224
DEU,45T47,621753.7971561917
DEU,49,127606.78275169453
DEU,50,37771.07329027461
DEU,51,30987.463675126906
DEU,52,169891.75527337188
DEU,53,49717.37909352399
DEU,55T56,115551.53688907018
DEU,58T60,83997.4564866082
DEU,61,79295.42937812753
DEU,62T63,180181.58707542182
DEU,64T66,304762.7727664104
DEU,68,497130.69946813566
DEU,69T75,414650.8459164281
DEU,77T82,312181.552289335
DEU,84,336910.81800126587
DEU,85,206347.23033630566
DEU,86T88,400229.29313868674
DEU,90T93,76613.34410752697
DEU,94T98,120316.24536112542
DNK,01T02,11684.542815893949
DNK,03,865.4356046613416
DNK,05T06,4388.7605570152355
DNK,07T08,334.6560257868742
DNK,10T12,23560.0793828468
DNK,13T15,1807.7024889708703
DNK,16,1794.226026780556
DNK,17T18,2619.23234576942
DNK,19,4559.995369759823
DNK,20,7378.431252119593
DNK,21,16378.063406287543
DNK,22,3363.53488615621
DNK,23,3775.2635216569347
DNK,24,1738.1516456847635
DNK,25,6945.945824987632
DNK,26,6081.129815117574
DNK,27,3017.1747360195977
DNK,28,22854.34735818779
DNK,29T30,1901.2631123087094
DNK,31T33,10393.43737594803
DNK,35,7417.466484713842
DNK,36T39,6377.766494126678
DNK,41T43,49750.389168469905
DNK,45T47,71386.27994753532
DNK,49,13614.617622078727
DNK,50,33917.7344733684
DNK,51,3363.6897907290777
DNK,52,8550.262405565456
DNK,53,2260.789878594107
DNK,55T56,11659.138934720073
DNK,58T60,8259.35707185059
DNK,61,5975.022164512213
DNK,62T63,13841.858382731303
DNK,64T66,28341.58416640372
DNK,68,45824.096493436286
DNK,69T75,35982.88356041358
DNK,77T82,20681.386754525756
DNK,84,23440.805100961617
DNK,85,24666.851879672107
DNK,86T88,44981.74122849894
DNK,90T93,8047.296718661045
DNK,94T98,7970.747165057195
ESP,01T02,68461.45240956996
ESP,03,3248.175383808108
ESP,05T06,1665.8735092989157
ESP,07T08,4561.467028984509
ESP,10T12,146220.9100065375
ESP,13T15,23103.63422209936
ESP,16,8609.962217604336
ESP,17T18,23604.350378696614
ESP,19,49072.54320672242
ESP,20,47978.03654117944
ESP,21,17297.68270229231
ESP,22,24027.308287604126
ESP,23,22375.533962201556
ESP,24,40421.3455713482
ESP,25,44430.60961010525
ESP,26,5410.091198391422
ESP,27,21832.404168754678
ESP,28,25849.915309277592
ESP,29T30,101295.4749511302
ESP,31T33,29253.607229139197
ESP,35,69360.38524866669
ESP,36T39,35490.76376465302
ESP,41T43,176699.7991980467
ESP,45T47,284656.5667383446
ESP,49,64249.545590578535
ESP,50,2695.6203865150405
ESP,51,14651.544896999694
ESP,52,55950.616493535694
ESP,53,6023.910304430323
ESP,55T56,145634.18846064177
ESP,58T60,23488.89112299643
ESP,61,38713.01976164161
ESP,62T63,43868.62929831691
ESP,64T66,90249.08665574138
ESP,68,174727.9928238243
ESP,69T75,112249.96709941971
ESP,77T82,98341.83849901066
ESP,84,106889.35851085171
ESP,85,78406.26507053034
ESP,86T88,126491.51385034728
ESP,90T93,42371.19335056101
ESP,94T98,47786.83800229942
EST,01T02,2267.9725634875795
EST,03,106.09637181916656
EST,05T06,390.6328294240916
EST,07T08,154.94556785918337
EST,10T12,2016.7745250127678
EST,13T15,666.4226952145772
EST,16,2803.745436536409
EST,17T18,600.9788293321174
EST,19,326.984193491656
EST,20,552.8065271702478
EST,21,42.06261583470481
EST,22,537.0624017104456
EST,23,745.4957409330876
EST,24,356.4465993105456
EST,25,1636.9182936509753
EST,26,1580.4039645867724
EST,27,894.3598591689445
EST,28,561.1485673290333
EST,29T30,661.017930771725
EST,31T33,1647.0227433068446
EST,35,2083.964795401481
EST,36T39,426.73284227894294
EST,41T43,5398.46323412862
EST,45T47,6004.8459756582315
EST,49,2134.500209452439
EST,50,661.4871120383068
EST,51,356.0374995943132
EST,52,3052.9450805803845
EST,53,202.44091093872888
EST,55T56,1309.8511790828034
EST,58T60,429.57197831319286
EST,61,798.1625972520704
EST,62T63,1812.4037087272695
EST,64T66,1716.1066590553478
EST,68,4181.82043570815
EST,69T75,2811.026430720075
EST,77T82,1743.9526027663053
EST,84,2666.274742257333
EST,85,1795.6496032190553
EST,86T88,1771.44599012722
EST,90T93,900.4684234010747
EST,94T98,526.5005666681966
FIN,01T02,12294.858997673651
FIN,03,261.01474512017364
FIN,05T06,716.5526353549265
FIN,07T08,2315.2343427039964
FIN,10T12,13418.049319228245
FIN,13T15,1182.243424135252
FIN,16,7878.866905537458
FIN,17T18,19472.17483844763
FIN,19,11642.912615839967
FIN,20,10198.47335913363
FIN,21,2607.785652806416
FIN,22,3692.000887366268
FIN,23,3910.497427838425
FIN,24,11523.625261345862
FIN,25,9323.30613155463
FIN,26,10796.090912288062
FIN,27,6283.2516484595
FIN,28,18853.29819467767
FIN,29T30,4897.865520215784
FIN,31T33,6331.675227546441
FIN,35,11093.71858832007
FIN,36T39,4860.071556711624
FIN,41T43,45689.3968598655
FIN,45T47,40404.14284861815
FIN,49,12703.50656330007
FIN,50,2871.1625502460874
FIN,51,3558.540829408784
FIN,52,8751.671975686755
FIN,53,1639.3145272464556
FIN,55T56,10360.278898105942
FIN,58T60,8972.530615821262
FIN,61,5058.490028912744
FIN,62T63,14295.578578602945
FIN,64T66,15823.87330166349
FIN,68,41289.93958744311
FIN,69T75,22272.473670947053
FIN,77T82,15044.37218358623
FIN,84,25814.479682977937
FIN,85,16844.31119784042
FIN,86T88,36099.17059342467
FIN,90T93,6651.743091297437
FIN,94T98,7918.980672056106
FRA,01T02,103160.32249937522
FRA,03,3059.458980630739
FRA,05T06,409.6393836936834
FRA,07T08,5179.770369701724
FRA,10T12,182745.8666139482
FRA,13T15,18626.936461654444
FRA,16,13352.769541674646
FRA,17T18,30518.592987295662
FRA,19,46024.87510869193
FRA,20,79362.62891031915
FRA,21,31953.906733658005
FRA,22,35558.89698101971
FRA,23,28563.393717245566
FRA,24,37889.02810751896
FRA,25,63951.70711989863
FRA,26,32190.53890088758
FRA,27,24108.382569433743
FRA,28,44940.21311189605
FRA,29T30,168106.21277447284
FRA,31T33,83500.01511865805
FRA,35,135583.31900906548
FRA,36T39,46541.29421731508
FRA,41T43,358612.871475394
FRA,45T47,518761.16953018657
FRA,49,113752.30601629258
FRA,50,22184.948522230734
FRA,51,24909.22177381323
FRA,52,79399.99747738833
FRA,53,15379.472986070608
FRA,55T56,138112.42035386997
FRA,58T60,67393.28666836594
FRA,61,64829.20293353474
FRA,62T63,121494.8423541559
FRA,64T66,266146.4749695005
FRA,68,384386.2925819267
FRA,69T75,431229.096232622
FRA,77T82,246016.40238702894
FRA,84,264244.2832151437
FRA,85,162941.29849222366
FRA,86T88,299839.63421996206
FRA,90T93,64798.43934383852
FRA,94T98,57854.85224814579
GBR,01T02,41044.27828689689
GBR,03,2676.336735089937
GBR,05T06,46107.43764249085
GBR,07T08,8147.750853861673
GBR,10T12,131928.9903508287
GBR,13T15,16727.771467425307
GBR,16,11062.903237318367
GBR,17T18,32534.968483159995
GBR,19,42078.25681486506
GBR,20,48056.65401071566
GBR,21,35256.66684190174
GBR,22,31951.937978007416
GBR,23,20268.647619646068
GBR,24,20152.406633155817
GBR,25,46272.87422085459
GBR,26,30857.921994807286
GBR,27,17393.520215774675
GBR,28,50797.03065879277
GBR,29T30,132199.82598869654
GBR,31T33,51082.54216049478
GBR,35,161412.7215170206
GBR,36T39,60080.15670153835
GBR,41T43,421102.76812015416
GBR,45T47,470901.8426974976
GBR,49,84148.50869069425
GBR,50,19653.597193572183
GBR,51,35129.921040089626
GBR,52,67056.50991444648
GBR,53,27327.719158284803
GBR,55T56,137176.26464027434
GBR,58T60,88812.75246440223
GBR,61,71968.90858603477
GBR,62T63,134670.70115761817
GBR,64T66,378710.98229022784
GBR,68,431399.860162255
GBR,69T75,340457.77888556634
GBR,77T82,235831.15861866443
GBR,84,218857.90065115265
GBR,85,206307.40249188745
GBR,86T88,317535.4754278371
GBR,90T93,70592.04943590767
GBR,94T98,72171.70181834728
GRC,01T02,13991.93813031479
GRC,03,1030.180184689293
GRC,05T06,220.87788905855504
GRC,07T08,1240.824572312625
GRC,10T12,17861.96335032527
GRC,13T15,1983.1793003469925
GRC,16,418.2315030172315
GRC,17T18,2245.7626699217317
GRC,19,19097.38769931585
GRC,20,2798.875938398211
